"col_yeux";"col_cheveux"
"obs2302";"LIGHT";"Red"
"obs2303";"LIGHT";"Fair"
"obs2304";"DARK";"Dark"
"obs2305";"LIGHT";"Medium"
"obs2306";"MEDIUM";"Medium"
"obs2307";"LIGHT";"Medium"
"obs2308";"MEDIUM";"Dark"
"obs2309";"MEDIUM";"Medium"
"obs2310";"DARK";"Dark"
"obs2311";"MEDIUM";"Medium"
"obs2312";"LIGHT";"Fair"
"obs2313";"LIGHT";"Dark"
"obs2314";"LIGHT";"Medium"
"obs2315";"MEDIUM";"Medium"
"obs2316";"DARK";"Dark"
"obs2317";"DARK";"Dark"
"obs2318";"DARK";"Medium"
"obs2319";"LIGHT";"Fair"
"obs2320";"MEDIUM";"Fair"
"obs2321";"MEDIUM";"Medium"
"obs2322";"MEDIUM";"Medium"
"obs2323";"MEDIUM";"Fair"
"obs2324";"BLUE";"Fair"
"obs2325";"MEDIUM";"Medium"
"obs2326";"MEDIUM";"Medium"
"obs2327";"MEDIUM";"Medium"
"obs2328";"LIGHT";"Medium"
"obs2329";"DARK";"Dark"
"obs2330";"MEDIUM";"Fair"
"obs2331";"MEDIUM";"Dark"
"obs2332";"DARK";"Red"
"obs2333";"LIGHT";"Fair"
"obs2334";"DARK";"Dark"
"obs2335";"LIGHT";"Fair"
"obs2336";"MEDIUM";"Fair"
"obs2337";"BLUE";"Fair"
"obs2338";"DARK";"Dark"
"obs2339";"LIGHT";"Dark"
"obs2340";"MEDIUM";"Fair"
"obs2341";"DARK";"Dark"
"obs2342";"LIGHT";"Fair"
"obs2343";"BLUE";"Fair"
"obs2344";"DARK";"Medium"
"obs2345";"LIGHT";"Fair"
"obs2346";"DARK";"Dark"
"obs2347";"MEDIUM";"Fair"
"obs2348";"MEDIUM";"Fair"
"obs2349";"DARK";"Medium"
"obs2350";"DARK";"Dark"
"obs2351";"BLUE";"Dark"
"obs2352";"MEDIUM";"Fair"
"obs2353";"MEDIUM";"Medium"
"obs2354";"LIGHT";"Fair"
"obs2355";"DARK";"Black"
"obs2356";"BLUE";"Dark"
"obs2357";"LIGHT";"Medium"
"obs2358";"DARK";"Medium"
"obs2359";"BLUE";"Medium"
"obs2360";"BLUE";"Fair"
"obs2361";"MEDIUM";"Medium"
"obs2362";"MEDIUM";"Fair"
"obs2363";"DARK";"Dark"
"obs2364";"LIGHT";"Medium"
"obs2365";"MEDIUM";"Dark"
"obs2366";"MEDIUM";"Dark"
"obs2367";"MEDIUM";"Fair"
"obs2368";"DARK";"Dark"
"obs2369";"LIGHT";"Medium"
"obs2370";"DARK";"Dark"
"obs2371";"LIGHT";"Fair"
"obs2372";"MEDIUM";"Dark"
"obs2373";"DARK";"Red"
"obs2374";"LIGHT";"Fair"
"obs2375";"DARK";"Dark"
"obs2376";"DARK";"Dark"
"obs2377";"DARK";"Medium"
"obs2378";"MEDIUM";"Medium"
"obs2379";"BLUE";"Fair"
"obs2380";"LIGHT";"Fair"
"obs2381";"DARK";"Dark"
"obs2382";"LIGHT";"Red"
"obs2383";"DARK";"Dark"
"obs2384";"MEDIUM";"Medium"
"obs2385";"DARK";"Dark"
"obs2386";"LIGHT";"Fair"
"obs2387";"DARK";"Dark"
"obs2388";"BLUE";"Fair"
"obs2389";"LIGHT";"Fair"
"obs2390";"BLUE";"Medium"
"obs2391";"MEDIUM";"Medium"
"obs2392";"MEDIUM";"Dark"
"obs2393";"BLUE";"Fair"
"obs2394";"LIGHT";"Medium"
"obs2395";"MEDIUM";"Medium"
"obs2396";"LIGHT";"Fair"
"obs2397";"MEDIUM";"Medium"
"obs2398";"DARK";"Dark"
"obs2399";"DARK";"Dark"
"obs2400";"MEDIUM";"Medium"
"obs2401";"MEDIUM";"Dark"
"obs2402";"LIGHT";"Dark"
"obs2403";"MEDIUM";"Medium"
"obs2404";"LIGHT";"Fair"
"obs2405";"MEDIUM";"Red"
"obs2406";"BLUE";"Fair"
"obs2407";"BLUE";"Fair"
"obs2408";"BLUE";"Fair"
"obs2409";"MEDIUM";"Medium"
"obs2410";"LIGHT";"Red"
"obs2411";"LIGHT";"Dark"
"obs2412";"DARK";"Dark"
"obs2413";"MEDIUM";"Dark"
"obs2414";"LIGHT";"Fair"
"obs2415";"MEDIUM";"Fair"
"obs2416";"MEDIUM";"Medium"
"obs2417";"LIGHT";"Medium"
"obs2418";"MEDIUM";"Dark"
"obs2419";"LIGHT";"Fair"
"obs2420";"BLUE";"Fair"
"obs2421";"DARK";"Medium"
"obs2422";"MEDIUM";"Fair"
"obs2423";"LIGHT";"Medium"
"obs2424";"MEDIUM";"Red"
"obs2425";"MEDIUM";"Medium"
"obs2426";"MEDIUM";"Dark"
"obs2427";"LIGHT";"Dark"
"obs2428";"LIGHT";"Dark"
"obs2429";"DARK";"Fair"
"obs2430";"DARK";"Dark"
"obs2431";"LIGHT";"Medium"
"obs2432";"MEDIUM";"Medium"
"obs2433";"DARK";"Dark"
"obs2434";"LIGHT";"Red"
"obs2435";"LIGHT";"Fair"
"obs2436";"MEDIUM";"Dark"
"obs2437";"DARK";"Black"
"obs2438";"DARK";"Black"
"obs2439";"DARK";"Dark"
"obs2440";"BLUE";"Fair"
"obs2441";"LIGHT";"Fair"
"obs2442";"DARK";"Dark"
"obs2443";"BLUE";"Dark"
"obs2444";"MEDIUM";"Fair"
"obs2445";"MEDIUM";"Fair"
"obs2446";"DARK";"Dark"
"obs2447";"LIGHT";"Medium"
"obs2448";"BLUE";"Medium"
"obs2449";"LIGHT";"Medium"
"obs2450";"DARK";"Black"
"obs2451";"MEDIUM";"Medium"
"obs2452";"MEDIUM";"Dark"
"obs2453";"MEDIUM";"Medium"
"obs2454";"MEDIUM";"Medium"
"obs2455";"DARK";"Medium"
"obs2456";"DARK";"Dark"
"obs2457";"MEDIUM";"Fair"
"obs2458";"MEDIUM";"Dark"
"obs2459";"MEDIUM";"Medium"
"obs2460";"DARK";"Medium"
"obs2461";"DARK";"Dark"
"obs2462";"DARK";"Dark"
"obs2463";"BLUE";"Red"
"obs2464";"MEDIUM";"Medium"
"obs2465";"LIGHT";"Fair"
"obs2466";"LIGHT";"Fair"
"obs2467";"DARK";"Fair"
"obs2468";"MEDIUM";"Fair"
"obs2469";"LIGHT";"Fair"
"obs2470";"DARK";"Dark"
"obs2471";"LIGHT";"Dark"
"obs2472";"MEDIUM";"Medium"
"obs2473";"DARK";"Medium"
"obs2474";"LIGHT";"Fair"
"obs2475";"DARK";"Red"
"obs2476";"DARK";"Medium"
"obs2477";"LIGHT";"Red"
"obs2478";"DARK";"Medium"
"obs2479";"MEDIUM";"Medium"
"obs2480";"MEDIUM";"Dark"
"obs2481";"MEDIUM";"Medium"
"obs2482";"LIGHT";"Fair"
"obs2483";"MEDIUM";"Dark"
"obs2484";"BLUE";"Medium"
"obs2485";"DARK";"Medium"
"obs2486";"MEDIUM";"Red"
"obs2487";"LIGHT";"Medium"
"obs2488";"LIGHT";"Red"
"obs2489";"LIGHT";"Dark"
"obs2490";"MEDIUM";"Dark"
"obs2491";"LIGHT";"Medium"
"obs2492";"LIGHT";"Medium"
"obs2493";"DARK";"Dark"
"obs2494";"MEDIUM";"Red"
"obs2495";"MEDIUM";"Red"
"obs2496";"MEDIUM";"Medium"
"obs2497";"MEDIUM";"Fair"
"obs2498";"LIGHT";"Medium"
"obs2499";"MEDIUM";"Dark"
"obs2500";"BLUE";"Medium"
"obs2501";"LIGHT";"Medium"
"obs2502";"MEDIUM";"Medium"
"obs2503";"BLUE";"Medium"
"obs2504";"MEDIUM";"Medium"
"obs2505";"LIGHT";"Fair"
"obs2506";"LIGHT";"Medium"
"obs2507";"LIGHT";"Medium"
"obs2508";"LIGHT";"Fair"
"obs2509";"LIGHT";"Fair"
"obs2510";"LIGHT";"Fair"
"obs2511";"LIGHT";"Fair"
"obs2512";"DARK";"Dark"
"obs2513";"BLUE";"Medium"
"obs2514";"BLUE";"Fair"
"obs2515";"MEDIUM";"Medium"
"obs2516";"MEDIUM";"Fair"
"obs2517";"MEDIUM";"Fair"
"obs2518";"MEDIUM";"Fair"
"obs2519";"DARK";"Medium"
"obs2520";"DARK";"Dark"
"obs2521";"DARK";"Dark"
"obs2522";"DARK";"Dark"
"obs2523";"MEDIUM";"Fair"
"obs2524";"MEDIUM";"Dark"
"obs2525";"MEDIUM";"Medium"
"obs2526";"BLUE";"Fair"
"obs2527";"LIGHT";"Fair"
"obs2528";"DARK";"Dark"
"obs2529";"LIGHT";"Dark"
"obs2530";"MEDIUM";"Medium"
"obs2531";"BLUE";"Dark"
"obs2532";"MEDIUM";"Medium"
"obs2533";"LIGHT";"Fair"
"obs2534";"MEDIUM";"Dark"
"obs2535";"LIGHT";"Fair"
"obs2536";"DARK";"Dark"
"obs2537";"LIGHT";"Medium"
"obs2538";"BLUE";"Medium"
"obs2539";"DARK";"Dark"
"obs2540";"MEDIUM";"Medium"
"obs2541";"DARK";"Dark"
"obs2542";"BLUE";"Fair"
"obs2543";"MEDIUM";"Dark"
"obs2544";"MEDIUM";"Dark"
"obs2545";"BLUE";"Fair"
"obs2546";"BLUE";"Dark"
"obs2547";"MEDIUM";"Medium"
"obs2548";"DARK";"Dark"
"obs2549";"DARK";"Dark"
"obs2550";"MEDIUM";"Red"
"obs2551";"LIGHT";"Fair"
"obs2552";"LIGHT";"Medium"
"obs2553";"LIGHT";"Fair"
"obs2554";"MEDIUM";"Dark"
"obs2555";"LIGHT";"Fair"
"obs2556";"LIGHT";"Red"
"obs2557";"DARK";"Red"
"obs2558";"LIGHT";"Dark"
"obs2559";"DARK";"Medium"
"obs2560";"LIGHT";"Medium"
"obs2561";"DARK";"Medium"
"obs2562";"DARK";"Dark"
"obs2563";"LIGHT";"Medium"
"obs2564";"MEDIUM";"Medium"
"obs2565";"MEDIUM";"Medium"
"obs2566";"DARK";"Fair"
"obs2567";"DARK";"Medium"
"obs2568";"LIGHT";"Fair"
"obs2569";"DARK";"Dark"
"obs2570";"MEDIUM";"Medium"
"obs2571";"LIGHT";"Medium"
"obs2572";"LIGHT";"Medium"
"obs2573";"MEDIUM";"Medium"
"obs2574";"LIGHT";"Medium"
"obs2575";"MEDIUM";"Fair"
"obs2576";"LIGHT";"Medium"
"obs2577";"DARK";"Fair"
"obs2578";"MEDIUM";"Black"
"obs2579";"MEDIUM";"Dark"
"obs2580";"MEDIUM";"Fair"
"obs2581";"MEDIUM";"Fair"
"obs2582";"BLUE";"Fair"
"obs2583";"BLUE";"Fair"
"obs2584";"DARK";"Dark"
"obs2585";"MEDIUM";"Red"
"obs2586";"LIGHT";"Fair"
"obs2587";"DARK";"Dark"
"obs2588";"MEDIUM";"Medium"
"obs2589";"LIGHT";"Fair"
"obs2590";"LIGHT";"Fair"
"obs2591";"LIGHT";"Fair"
"obs2592";"DARK";"Dark"
"obs2593";"LIGHT";"Medium"
"obs2594";"LIGHT";"Medium"
"obs2595";"MEDIUM";"Medium"
"obs2596";"MEDIUM";"Fair"
"obs2597";"MEDIUM";"Red"
"obs2598";"LIGHT";"Fair"
"obs2599";"BLUE";"Red"
"obs2600";"DARK";"Fair"
"obs2601";"BLUE";"Fair"
"obs2602";"BLUE";"Dark"
"obs2603";"LIGHT";"Medium"
"obs2604";"MEDIUM";"Medium"
"obs2605";"LIGHT";"Dark"
"obs2606";"MEDIUM";"Medium"
"obs2607";"LIGHT";"Fair"
"obs2608";"DARK";"Medium"
"obs2609";"DARK";"Medium"
"obs2610";"LIGHT";"Medium"
"obs2611";"LIGHT";"Fair"
"obs2612";"MEDIUM";"Fair"
"obs2613";"LIGHT";"Fair"
"obs2614";"DARK";"Dark"
"obs2615";"LIGHT";"Medium"
"obs2616";"DARK";"Fair"
"obs2617";"DARK";"Dark"
"obs2618";"MEDIUM";"Fair"
"obs2619";"LIGHT";"Fair"
"obs2620";"BLUE";"Fair"
"obs2621";"LIGHT";"Medium"
"obs2622";"BLUE";"Fair"
"obs2623";"MEDIUM";"Medium"
"obs2624";"BLUE";"Fair"
"obs2625";"LIGHT";"Dark"
"obs2626";"DARK";"Dark"
"obs2627";"MEDIUM";"Medium"
"obs2628";"DARK";"Dark"
"obs2629";"DARK";"Medium"
"obs2630";"MEDIUM";"Red"
"obs2631";"LIGHT";"Medium"
"obs2632";"BLUE";"Fair"
"obs2633";"MEDIUM";"Medium"
"obs2634";"MEDIUM";"Medium"
"obs2635";"DARK";"Dark"
"obs2636";"MEDIUM";"Fair"
"obs2637";"MEDIUM";"Fair"
"obs2638";"BLUE";"Dark"
"obs2639";"DARK";"Medium"
"obs2640";"BLUE";"Fair"
"obs2641";"MEDIUM";"Fair"
"obs2642";"LIGHT";"Dark"
"obs2643";"MEDIUM";"Medium"
"obs2644";"LIGHT";"Medium"
"obs2645";"MEDIUM";"Dark"
"obs2646";"DARK";"Red"
"obs2647";"MEDIUM";"Dark"
"obs2648";"BLUE";"Medium"
"obs2649";"MEDIUM";"Medium"
"obs2650";"MEDIUM";"Medium"
"obs2651";"BLUE";"Medium"
"obs2652";"MEDIUM";"Medium"
"obs2653";"LIGHT";"Medium"
"obs2654";"DARK";"Fair"
"obs2655";"LIGHT";"Fair"
"obs2656";"LIGHT";"Medium"
"obs2657";"LIGHT";"Medium"
"obs2658";"MEDIUM";"Medium"
"obs2659";"DARK";"Fair"
"obs2660";"BLUE";"Fair"
"obs2661";"BLUE";"Medium"
"obs2662";"DARK";"Medium"
"obs2663";"MEDIUM";"Medium"
"obs2664";"BLUE";"Medium"
"obs2665";"DARK";"Medium"
"obs2666";"DARK";"Medium"
"obs2667";"LIGHT";"Medium"
"obs2668";"DARK";"Medium"
"obs2669";"BLUE";"Fair"
"obs2670";"LIGHT";"Medium"
"obs2671";"BLUE";"Medium"
"obs2672";"LIGHT";"Dark"
"obs2673";"MEDIUM";"Medium"
"obs2674";"DARK";"Medium"
"obs2675";"LIGHT";"Dark"
"obs2676";"DARK";"Dark"
"obs2677";"MEDIUM";"Dark"
"obs2678";"LIGHT";"Fair"
"obs2679";"LIGHT";"Red"
"obs2680";"LIGHT";"Medium"
"obs2681";"LIGHT";"Medium"
"obs2682";"LIGHT";"Dark"
"obs2683";"MEDIUM";"Medium"
"obs2684";"LIGHT";"Fair"
"obs2685";"BLUE";"Fair"
"obs2686";"MEDIUM";"Medium"
"obs2687";"LIGHT";"Medium"
"obs2688";"LIGHT";"Medium"
"obs2689";"DARK";"Fair"
"obs2690";"DARK";"Black"
"obs2691";"LIGHT";"Fair"
"obs2692";"MEDIUM";"Medium"
"obs2693";"MEDIUM";"Dark"
"obs2694";"MEDIUM";"Dark"
"obs2695";"DARK";"Dark"
"obs2696";"LIGHT";"Dark"
"obs2697";"BLUE";"Red"
"obs2698";"BLUE";"Medium"
"obs2699";"LIGHT";"Fair"
"obs2700";"LIGHT";"Fair"
"obs2701";"LIGHT";"Fair"
"obs2702";"LIGHT";"Fair"
"obs2703";"BLUE";"Medium"
"obs2704";"LIGHT";"Medium"
"obs2705";"DARK";"Dark"
"obs2706";"LIGHT";"Medium"
"obs2707";"DARK";"Fair"
"obs2708";"DARK";"Dark"
"obs2709";"BLUE";"Fair"
"obs2710";"DARK";"Medium"
"obs2711";"DARK";"Dark"
"obs2712";"LIGHT";"Medium"
"obs2713";"DARK";"Black"
"obs2714";"LIGHT";"Medium"
"obs2715";"MEDIUM";"Fair"
"obs2716";"MEDIUM";"Fair"
"obs2717";"MEDIUM";"Medium"
"obs2718";"DARK";"Dark"
"obs2719";"DARK";"Medium"
"obs2720";"BLUE";"Medium"
"obs2721";"DARK";"Dark"
"obs2722";"MEDIUM";"Fair"
"obs2723";"MEDIUM";"Medium"
"obs2724";"MEDIUM";"Medium"
"obs2725";"BLUE";"Dark"
"obs2726";"MEDIUM";"Medium"
"obs2727";"LIGHT";"Fair"
"obs2728";"MEDIUM";"Medium"
"obs2729";"DARK";"Dark"
"obs2730";"LIGHT";"Fair"
"obs2731";"MEDIUM";"Fair"
"obs2732";"DARK";"Medium"
"obs2733";"MEDIUM";"Dark"
"obs2734";"DARK";"Medium"
"obs2735";"LIGHT";"Medium"
"obs2736";"MEDIUM";"Dark"
"obs2737";"DARK";"Black"
"obs2738";"MEDIUM";"Medium"
"obs2739";"DARK";"Dark"
"obs2740";"MEDIUM";"Dark"
"obs2741";"DARK";"Dark"
"obs2742";"DARK";"Dark"
"obs2743";"MEDIUM";"Medium"
"obs2744";"LIGHT";"Medium"
"obs2745";"DARK";"Dark"
"obs2746";"DARK";"Medium"
"obs2747";"MEDIUM";"Dark"
"obs2748";"LIGHT";"Fair"
"obs2749";"BLUE";"Red"
"obs2750";"LIGHT";"Dark"
"obs2751";"MEDIUM";"Dark"
"obs2752";"LIGHT";"Fair"
"obs2753";"MEDIUM";"Medium"
"obs2754";"BLUE";"Fair"
"obs2755";"MEDIUM";"Dark"
"obs2756";"LIGHT";"Fair"
"obs2757";"BLUE";"Fair"
"obs2758";"MEDIUM";"Dark"
"obs2759";"MEDIUM";"Red"
"obs2760";"DARK";"Medium"
"obs2761";"DARK";"Dark"
"obs2762";"BLUE";"Medium"
"obs2763";"DARK";"Black"
"obs2764";"DARK";"Dark"
"obs2765";"DARK";"Dark"
"obs2766";"DARK";"Dark"
"obs2767";"MEDIUM";"Medium"
"obs2768";"MEDIUM";"Medium"
"obs2769";"MEDIUM";"Medium"
"obs2770";"LIGHT";"Fair"
"obs2771";"MEDIUM";"Medium"
"obs2772";"LIGHT";"Medium"
"obs2773";"LIGHT";"Red"
"obs2774";"MEDIUM";"Medium"
"obs2775";"DARK";"Dark"
"obs2776";"BLUE";"Fair"
"obs2777";"LIGHT";"Fair"
"obs2778";"BLUE";"Red"
"obs2779";"DARK";"Black"
"obs2780";"BLUE";"Medium"
"obs2781";"DARK";"Fair"
"obs2782";"DARK";"Medium"
"obs2783";"LIGHT";"Dark"
"obs2784";"DARK";"Dark"
"obs2785";"MEDIUM";"Dark"
"obs2786";"DARK";"Dark"
"obs2787";"MEDIUM";"Fair"
"obs2788";"MEDIUM";"Medium"
"obs2789";"LIGHT";"Dark"
"obs2790";"MEDIUM";"Medium"
"obs2791";"BLUE";"Medium"
"obs2792";"BLUE";"Dark"
"obs2793";"LIGHT";"Dark"
"obs2794";"LIGHT";"Fair"
"obs2795";"LIGHT";"Fair"
"obs2796";"BLUE";"Medium"
"obs2797";"DARK";"Dark"
"obs2798";"DARK";"Dark"
"obs2799";"DARK";"Medium"
"obs2800";"MEDIUM";"Dark"
"obs2801";"DARK";"Medium"
"obs2802";"BLUE";"Fair"
"obs2803";"LIGHT";"Medium"
"obs2804";"LIGHT";"Medium"
"obs2805";"LIGHT";"Dark"
"obs2806";"MEDIUM";"Medium"
"obs2807";"MEDIUM";"Dark"
"obs2808";"BLUE";"Fair"
"obs2809";"LIGHT";"Dark"
"obs2810";"DARK";"Dark"
"obs2811";"MEDIUM";"Dark"
"obs2812";"BLUE";"Fair"
"obs2813";"DARK";"Fair"
"obs2814";"BLUE";"Fair"
"obs2815";"DARK";"Dark"
"obs2816";"LIGHT";"Fair"
"obs2817";"BLUE";"Medium"
"obs2818";"BLUE";"Fair"
"obs2819";"DARK";"Black"
"obs2820";"DARK";"Dark"
"obs2821";"MEDIUM";"Medium"
"obs2822";"BLUE";"Fair"
"obs2823";"BLUE";"Dark"
"obs2824";"MEDIUM";"Medium"
"obs2825";"LIGHT";"Medium"
"obs2826";"DARK";"Medium"
"obs2827";"LIGHT";"Medium"
"obs2828";"MEDIUM";"Fair"
"obs2829";"BLUE";"Fair"
"obs2830";"BLUE";"Medium"
"obs2831";"LIGHT";"Dark"
"obs2832";"BLUE";"Fair"
"obs2833";"DARK";"Medium"
"obs2834";"LIGHT";"Fair"
"obs2835";"DARK";"Dark"
"obs2836";"DARK";"Medium"
"obs2837";"DARK";"Medium"
"obs2838";"LIGHT";"Fair"
"obs2839";"LIGHT";"Fair"
"obs2840";"LIGHT";"Red"
"obs2841";"BLUE";"Fair"
"obs2842";"MEDIUM";"Medium"
"obs2843";"MEDIUM";"Medium"
"obs2844";"BLUE";"Fair"
"obs2845";"MEDIUM";"Medium"
"obs2846";"DARK";"Dark"
"obs2847";"LIGHT";"Dark"
"obs2848";"DARK";"Medium"
"obs2849";"LIGHT";"Dark"
"obs2850";"BLUE";"Fair"
"obs2851";"BLUE";"Red"
"obs2852";"BLUE";"Medium"
"obs2853";"LIGHT";"Fair"
"obs2854";"LIGHT";"Red"
"obs2855";"BLUE";"Fair"
"obs2856";"MEDIUM";"Medium"
"obs2857";"DARK";"Dark"
"obs2858";"BLUE";"Fair"
"obs2859";"DARK";"Dark"
"obs2860";"LIGHT";"Fair"
"obs2861";"LIGHT";"Dark"
"obs2862";"MEDIUM";"Medium"
"obs2863";"LIGHT";"Medium"
"obs2864";"DARK";"Dark"
"obs2865";"MEDIUM";"Fair"
"obs2866";"BLUE";"Fair"
"obs2867";"DARK";"Medium"
"obs2868";"DARK";"Medium"
"obs2869";"MEDIUM";"Medium"
"obs2870";"MEDIUM";"Fair"
"obs2871";"DARK";"Fair"
"obs2872";"LIGHT";"Fair"
"obs2873";"MEDIUM";"Medium"
"obs2874";"LIGHT";"Medium"
"obs2875";"DARK";"Medium"
"obs2876";"MEDIUM";"Dark"
"obs2877";"DARK";"Dark"
"obs2878";"DARK";"Medium"
"obs2879";"MEDIUM";"Dark"
"obs2880";"MEDIUM";"Dark"
"obs2881";"DARK";"Medium"
"obs2882";"MEDIUM";"Dark"
"obs2883";"LIGHT";"Fair"
"obs2884";"DARK";"Medium"
"obs2885";"MEDIUM";"Medium"
"obs2886";"MEDIUM";"Fair"
"obs2887";"MEDIUM";"Medium"
"obs2888";"BLUE";"Fair"
"obs2889";"MEDIUM";"Medium"
"obs2890";"LIGHT";"Red"
"obs2891";"MEDIUM";"Dark"
"obs2892";"DARK";"Dark"
"obs2893";"MEDIUM";"Fair"
"obs2894";"DARK";"Dark"
"obs2895";"MEDIUM";"Medium"
"obs2896";"LIGHT";"Fair"
"obs2897";"MEDIUM";"Medium"
"obs2898";"MEDIUM";"Medium"
"obs2899";"MEDIUM";"Fair"
"obs2900";"MEDIUM";"Dark"
"obs2901";"MEDIUM";"Dark"
"obs2902";"DARK";"Dark"
"obs2903";"DARK";"Black"
"obs2904";"DARK";"Dark"
"obs2905";"MEDIUM";"Medium"
"obs2906";"DARK";"Red"
"obs2907";"MEDIUM";"Medium"
"obs2908";"MEDIUM";"Fair"
"obs2909";"LIGHT";"Fair"
"obs2910";"DARK";"Dark"
"obs2911";"LIGHT";"Red"
"obs2912";"LIGHT";"Medium"
"obs2913";"LIGHT";"Fair"
"obs2914";"BLUE";"Fair"
"obs2915";"DARK";"Red"
"obs2916";"LIGHT";"Dark"
"obs2917";"LIGHT";"Dark"
"obs2918";"MEDIUM";"Medium"
"obs2919";"MEDIUM";"Medium"
"obs2920";"DARK";"Medium"
"obs2921";"DARK";"Dark"
"obs2922";"BLUE";"Fair"
"obs2923";"MEDIUM";"Dark"
"obs2924";"BLUE";"Medium"
"obs2925";"BLUE";"Fair"
"obs2926";"DARK";"Medium"
"obs2927";"MEDIUM";"Medium"
"obs2928";"LIGHT";"Fair"
"obs2929";"MEDIUM";"Medium"
"obs2930";"DARK";"Fair"
"obs2931";"BLUE";"Fair"
"obs2932";"DARK";"Red"
"obs2933";"DARK";"Dark"
"obs2934";"MEDIUM";"Medium"
"obs2935";"DARK";"Dark"
"obs2936";"MEDIUM";"Dark"
"obs2937";"LIGHT";"Medium"
"obs2938";"MEDIUM";"Medium"
"obs2939";"LIGHT";"Medium"
"obs2940";"MEDIUM";"Fair"
"obs2941";"BLUE";"Fair"
"obs2942";"MEDIUM";"Medium"
"obs2943";"BLUE";"Medium"
"obs2944";"DARK";"Dark"
"obs2945";"BLUE";"Dark"
"obs2946";"BLUE";"Fair"
"obs2947";"MEDIUM";"Medium"
"obs2948";"LIGHT";"Medium"
"obs2949";"DARK";"Dark"
"obs2950";"DARK";"Red"
"obs2951";"MEDIUM";"Fair"
"obs2952";"MEDIUM";"Medium"
"obs2953";"MEDIUM";"Fair"
"obs2954";"MEDIUM";"Fair"
"obs2955";"LIGHT";"Fair"
"obs2956";"MEDIUM";"Medium"
"obs2957";"MEDIUM";"Dark"
"obs2958";"MEDIUM";"Dark"
"obs2959";"LIGHT";"Fair"
"obs2960";"MEDIUM";"Medium"
"obs2961";"BLUE";"Fair"
"obs2962";"DARK";"Dark"
"obs2963";"BLUE";"Fair"
"obs2964";"MEDIUM";"Dark"
"obs2965";"LIGHT";"Fair"
"obs2966";"MEDIUM";"Medium"
"obs2967";"LIGHT";"Medium"
"obs2968";"MEDIUM";"Medium"
"obs2969";"MEDIUM";"Dark"
"obs2970";"MEDIUM";"Medium"
"obs2971";"MEDIUM";"Medium"
"obs2972";"DARK";"Dark"
"obs2973";"MEDIUM";"Medium"
"obs2974";"LIGHT";"Dark"
"obs2975";"LIGHT";"Medium"
"obs2976";"DARK";"Dark"
"obs2977";"LIGHT";"Dark"
"obs2978";"LIGHT";"Medium"
"obs2979";"DARK";"Medium"
"obs2980";"BLUE";"Dark"
"obs2981";"DARK";"Dark"
"obs2982";"MEDIUM";"Red"
"obs2983";"LIGHT";"Fair"
"obs2984";"BLUE";"Medium"
"obs2985";"BLUE";"Medium"
"obs2986";"LIGHT";"Fair"
"obs2987";"LIGHT";"Black"
"obs2988";"MEDIUM";"Medium"
"obs2989";"DARK";"Red"
"obs2990";"BLUE";"Fair"
"obs2991";"DARK";"Dark"
"obs2992";"MEDIUM";"Fair"
"obs2993";"MEDIUM";"Medium"
"obs2994";"MEDIUM";"Medium"
"obs2995";"BLUE";"Fair"
"obs2996";"MEDIUM";"Medium"
"obs2997";"DARK";"Black"
"obs2998";"MEDIUM";"Dark"
"obs2999";"LIGHT";"Fair"
"obs3000";"LIGHT";"Fair"
"obs3001";"BLUE";"Dark"
"obs3002";"MEDIUM";"Red"
"obs3003";"LIGHT";"Fair"
"obs3004";"MEDIUM";"Fair"
"obs3005";"MEDIUM";"Dark"
"obs3006";"BLUE";"Red"
"obs3007";"DARK";"Medium"
"obs3008";"DARK";"Black"
"obs3009";"DARK";"Black"
"obs3010";"DARK";"Dark"
"obs3011";"MEDIUM";"Fair"
"obs3012";"BLUE";"Medium"
"obs3013";"DARK";"Dark"
"obs3014";"LIGHT";"Red"
"obs3015";"MEDIUM";"Dark"
"obs3016";"LIGHT";"Fair"
"obs3017";"MEDIUM";"Fair"
"obs3018";"LIGHT";"Medium"
"obs3019";"MEDIUM";"Fair"
"obs3020";"MEDIUM";"Dark"
"obs3021";"LIGHT";"Fair"
"obs3022";"MEDIUM";"Medium"
"obs3023";"LIGHT";"Medium"
"obs3024";"DARK";"Medium"
"obs3025";"LIGHT";"Medium"
"obs3026";"MEDIUM";"Fair"
"obs3027";"MEDIUM";"Medium"
"obs3028";"LIGHT";"Dark"
"obs3029";"LIGHT";"Fair"
"obs3030";"DARK";"Dark"
"obs3031";"MEDIUM";"Fair"
"obs3032";"MEDIUM";"Dark"
"obs3033";"MEDIUM";"Dark"
"obs3034";"MEDIUM";"Dark"
"obs3035";"BLUE";"Medium"
"obs3036";"MEDIUM";"Red"
"obs3037";"DARK";"Dark"
"obs3038";"DARK";"Dark"
"obs3039";"MEDIUM";"Dark"
"obs3040";"MEDIUM";"Medium"
"obs3041";"MEDIUM";"Medium"
"obs3042";"LIGHT";"Fair"
"obs3043";"BLUE";"Fair"
"obs3044";"LIGHT";"Fair"
"obs3045";"MEDIUM";"Dark"
"obs3046";"MEDIUM";"Fair"
"obs3047";"LIGHT";"Medium"
"obs3048";"DARK";"Dark"
"obs3049";"BLUE";"Medium"
"obs3050";"MEDIUM";"Medium"
"obs3051";"DARK";"Medium"
"obs3052";"LIGHT";"Medium"
